EBV_gene-HHV4_BNLF2a	BNLF2a	EBV	EBV_NC_007605.1
EBV_gene-HHV4_BNLF2b	BNLF2b	EBV	EBV_NC_007605.1
EBV_gene-HHV4_BNRF1	BNRF1	EBV	EBV_NC_007605.1
EBV_gene-HHV4_BOLF1	BOLF1	EBV	EBV_NC_007605.1
EBV_gene-HHV4_BORF1	BORF1	EBV	EBV_NC_007605.1
EBV_gene-HHV4_BORF2	BORF2	EBV	EBV_NC_007605.1
EBV_gene-HHV4_BPLF1	BPLF1	EBV	EBV_NC_007605.1
EBV_gene-HHV4_BRLF1	BRLF1	EBV	EBV_NC_007605.1
EBV_gene-HHV4_BRRF1	BRRF1	EBV	EBV_NC_007605.1
EBV_gene-HHV4_BRRF2	BRRF2	EBV	EBV_NC_007605.1
EBV_gene-HHV4_BSLF1	BSLF1	EBV	EBV_NC_007605.1
EBV_gene-HHV4_BSLF2/BMLF1	BSLF2/BMLF1	EBV	EBV_NC_007605.1
EBV_gene-HHV4_BSRF1	BSRF1	EBV	EBV_NC_007605.1
EBV_gene-HHV4_BTRF1	BTRF1	EBV	EBV_NC_007605.1
EBV_gene-HHV4_BVLF1	BVLF1	EBV	EBV_NC_007605.1
EBV_gene-HHV4_BVRF1	BVRF1	EBV	EBV_NC_007605.1
EBV_gene-HHV4_BVRF2	BVRF2	EBV	EBV_NC_007605.1
EBV_gene-HHV4_BWRF1.1	BWRF1	EBV	EBV_NC_007605.1
EBV_gene-HHV4_BWRF1.2	BWRF1	EBV	EBV_NC_007605.1
EBV_gene-HHV4_BWRF1.3	BWRF1	EBV	EBV_NC_007605.1
EBV_gene-HHV4_BWRF1.4	BWRF1	EBV	EBV_NC_007605.1
EBV_gene-HHV4_BWRF1.5	BWRF1	EBV	EBV_NC_007605.1
EBV_gene-HHV4_BWRF1.6	BWRF1	EBV	EBV_NC_007605.1
EBV_gene-HHV4_BWRF1.7	BWRF1	EBV	EBV_NC_007605.1
EBV_gene-HHV4_BWRF1.8	BWRF1	EBV	EBV_NC_007605.1
EBV_gene-HHV4_BXLF1	BXLF1	EBV	EBV_NC_007605.1
EBV_gene-HHV4_BXLF2	BXLF2	EBV	EBV_NC_007605.1
EBV_gene-HHV4_BXRF1	BXRF1	EBV	EBV_NC_007605.1
EBV_gene-HHV4_BZLF1	BZLF1	EBV	EBV_NC_007605.1
EBV_gene-HHV4_BZLF2	BZLF2	EBV	EBV_NC_007605.1
EBV_gene-HHV4_EBNA-1.1	EBNA-1	EBV	EBV_NC_007605.1
EBV_gene-HHV4_EBNA-1.2	EBNA-1	EBV	EBV_NC_007605.1
EBV_gene-HHV4_EBNA-2	EBNA-2	EBV	EBV_NC_007605.1
EBV_gene-HHV4_EBNA-3A	EBNA-3A	EBV	EBV_NC_007605.1
EBV_gene-HHV4_EBNA-3B/EBNA-3C	EBNA-3B/EBNA-3C	EBV	EBV_NC_007605.1
EBV_gene-HHV4_EBNA-LP	EBNA-LP	EBV	EBV_NC_007605.1
EBV_gene-HHV4_LF1	LF1	EBV	EBV_NC_007605.1
EBV_gene-HHV4_LF2	LF2	EBV	EBV_NC_007605.1
EBV_gene-HHV4_LF3	LF3	EBV	EBV_NC_007605.1
EBV_gene-HHV4_LMP-1	LMP-1	EBV	EBV_NC_007605.1
EBV_gene-HHV4_LMP-2A	LMP-2A	EBV	EBV_NC_007605.1
EBV_gene-HHV4_LMP-2B	LMP-2B	EBV	EBV_NC_007605.1
EBV_gene-HHV4_RPMS1	RPMS1	EBV	EBV_NC_007605.1
EBV_id-NC_007605.1:49943..50170	EBV_id-NC_007605.1:49943..50170	EBV	EBV_NC_007605.1
EBV_rna-NC_007605.1:6629..6795	EBV_rna-NC_007605.1:6629..6795	EBV	EBV_NC_007605.1
EBV_rna-NC_007605.1:6956..7128	EBV_rna-NC_007605.1:6956..7128	EBV	EBV_NC_007605.1
ENSG00000000003.16	TSPAN6	HOST	chrX
ENSG00000000005.6	TNMD	HOST	chrX
ENSG00000000419.14	DPM1	HOST	chr20
ENSG00000000457.14	SCYL3	HOST	chr1
ENSG00000000460.17	FIRRM	HOST	chr1
ENSG00000000938.13	FGR	HOST	chr1
ENSG00000000971.17	CFH	HOST	chr1
ENSG00000001036.14	FUCA2	HOST	chr6
ENSG00000001084.13	GCLC	HOST	chr6
ENSG00000001167.15	NFYA	HOST	chr6
ENSG00000001460.18	STPG1	HOST	chr1
ENSG00000001461.18	NIPAL3	HOST	chr1
ENSG00000001497.18	LAS1L	HOST	chrX
ENSG00000001561.7	ENPP4	HOST	chr6
ENSG00000001617.12	SEMA3F	HOST	chr3
ENSG00000001626.18	CFTR	HOST	chr7
ENSG00000001629.10	ANKIB1	HOST	chr7
ENSG00000001630.18	CYP51A1	HOST	chr7
ENSG00000001631.17	KRIT1	HOST	chr7
ENSG00000002016.18	RAD52	HOST	chr12
ENSG00000002079.15	MYH16	HOST	chr7
ENSG00000002330.14	BAD	HOST	chr11
ENSG00000002549.13	LAP3	HOST	chr4
ENSG00000002586.20	CD99	HOST	chrX
ENSG00000002587.10	HS3ST1	HOST	chr4
ENSG00000002726.21	AOC1	HOST	chr7
ENSG00000002745.13	WNT16	HOST	chr7
ENSG00000002746.15	HECW1	HOST	chr7
ENSG00000002822.16	MAD1L1	HOST	chr7
ENSG00000002834.19	LASP1	HOST	chr17
ENSG00000002919.15	SNX11	HOST	chr17
ENSG00000002933.9	TMEM176A	HOST	chr7
ENSG00000003056.8	M6PR	HOST	chr12
ENSG00000003096.15	KLHL13	HOST	chrX
ENSG00000003137.9	CYP26B1	HOST	chr2
ENSG00000003147.19	ICA1	HOST	chr7
ENSG00000003249.15	DBNDD1	HOST	chr16
ENSG00000003393.16	ALS2	HOST	chr2
ENSG00000003400.16	CASP10	HOST	chr2
ENSG00000003402.21	CFLAR	HOST	chr2
ENSG00000003436.16	TFPI	HOST	chr2
ENSG00000003509.16	NDUFAF7	HOST	chr2
ENSG00000003756.17	RBM5	HOST	chr3
ENSG00000003987.14	MTMR7	HOST	chr8
ENSG00000003989.18	SLC7A2	HOST	chr8
ENSG00000004059.11	ARF5	HOST	chr7
ENSG00000004139.14	SARM1	HOST	chr17
ENSG00000004142.12	POLDIP2	HOST	chr17
ENSG00000004399.13	PLXND1	HOST	chr3
ENSG00000004455.18	AK2	HOST	chr1
ENSG00000004468.13	CD38	HOST	chr4
ENSG00000004478.8	FKBP4	HOST	chr12
ENSG00000004487.18	KDM1A	HOST	chr1
ENSG00000004534.15	RBM6	HOST	chr3
ENSG00000004660.15	CAMKK1	HOST	chr17
ENSG00000004700.16	RECQL	HOST	chr12
ENSG00000004766.17	VPS50	HOST	chr7
ENSG00000004776.13	HSPB6	HOST	chr19
ENSG00000004777.19	ARHGAP33	HOST	chr19
ENSG00000004779.10	NDUFAB1	HOST	chr16
ENSG00000004799.8	PDK4	HOST	chr7
ENSG00000004809.14	SLC22A16	HOST	chr6
ENSG00000004838.14	ZMYND10	HOST	chr3
ENSG00000004846.17	ABCB5	HOST	chr7
ENSG00000004848.8	ARX	HOST	chrX
ENSG00000004864.14	SLC25A13	HOST	chr7
ENSG00000004866.22	ST7	HOST	chr7
ENSG00000004897.12	CDC27	HOST	chr17
ENSG00000004939.16	SLC4A1	HOST	chr17
ENSG00000004948.16	CALCR	HOST	chr7
ENSG00000004961.15	HCCS	HOST	chrX
ENSG00000004975.12	DVL2	HOST	chr17
ENSG00000005001.10	PRSS22	HOST	chr16
ENSG00000005007.14	UPF1	HOST	chr19
ENSG00000005020.13	SKAP2	HOST	chr7
ENSG00000005022.6	SLC25A5	HOST	chrX
ENSG00000005059.16	MCUB	HOST	chr4
ENSG00000005073.6	HOXA11	HOST	chr7
ENSG00000005075.16	POLR2J	HOST	chr7
ENSG00000005100.13	DHX33	HOST	chr17
ENSG00000005102.14	MEOX1	HOST	chr17
ENSG00000005108.17	THSD7A	HOST	chr7
ENSG00000005156.12	LIG3	HOST	chr17
ENSG00000005175.10	RPAP3	HOST	chr12
ENSG00000005187.12	ACSM3	HOST	chr16
ENSG00000005189.20	REXO5	HOST	chr16
ENSG00000005194.15	CIAPIN1	HOST	chr16
ENSG00000005206.17	SPPL2B	HOST	chr19
ENSG00000005238.20	ATOSB	HOST	chr9
ENSG00000005243.10	COPZ2	HOST	chr17
ENSG00000005249.14	PRKAR2B	HOST	chr7
ENSG00000005302.19	MSL3	HOST	chrX
ENSG00000005339.15	CREBBP	HOST	chr16
ENSG00000005379.17	TSPOAP1	HOST	chr17
ENSG00000005381.9	MPO	HOST	chr17
ENSG00000005421.9	PON1	HOST	chr7
ENSG00000005436.14	GCFC2	HOST	chr2
ENSG00000005448.17	WDR54	HOST	chr2
ENSG00000005469.12	CROT	HOST	chr7
ENSG00000005471.19	ABCB4	HOST	chr7
ENSG00000005483.23	KMT2E	HOST	chr7
ENSG00000005486.17	RHBDD2	HOST	chr7
ENSG00000005513.11	SOX8	HOST	chr16
ENSG00000005700.15	IBTK	HOST	chr6
ENSG00000005801.18	ZNF195	HOST	chr11
ENSG00000005810.20	MYCBP2	HOST	chr13
ENSG00000005812.11	FBXL3	HOST	chr13
ENSG00000005844.19	ITGAL	HOST	chr16
ENSG00000005882.12	PDK2	HOST	chr17
ENSG00000005884.18	ITGA3	HOST	chr17
ENSG00000005889.16	ZFX	HOST	chrX
ENSG00000005893.17	LAMP2	HOST	chrX
ENSG00000005961.19	ITGA2B	HOST	chr17
ENSG00000005981.13	ASB4	HOST	chr7
ENSG00000006007.12	GDE1	HOST	chr16
ENSG00000006015.18	REX1BD	HOST	chr19
ENSG00000006016.12	CRLF1	HOST	chr19
ENSG00000006025.13	OSBPL7	HOST	chr17
ENSG00000006042.12	TMEM98	HOST	chr17
ENSG00000006047.13	YBX2	HOST	chr17
ENSG00000006059.4	KRT33A	HOST	chr17
ENSG00000006062.18	MAP3K14	HOST	chr17
ENSG00000006071.16	ABCC8	HOST	chr11
ENSG00000006116.4	CACNG3	HOST	chr16
ENSG00000006118.15	TMEM132A	HOST	chr11
ENSG00000006125.18	AP2B1	HOST	chr17
ENSG00000006128.12	TAC1	HOST	chr7
ENSG00000006194.11	ZNF263	HOST	chr16
ENSG00000006210.7	CX3CL1	HOST	chr16
ENSG00000006282.22	SPATA20	HOST	chr17
ENSG00000006283.18	CACNA1G	HOST	chr17
ENSG00000006327.14	TNFRSF12A	HOST	chr16
ENSG00000006377.11	DLX6	HOST	chr7
ENSG00000006432.16	MAP3K9	HOST	chr14
ENSG00000006451.8	RALA	HOST	chr7
ENSG00000006453.14	BAIAP2L1	HOST	chr7
ENSG00000006459.11	KDM7A	HOST	chr7
ENSG00000006468.15	ETV1	HOST	chr7
ENSG00000006530.18	AGK	HOST	chr7
ENSG00000006534.17	ALDH3B1	HOST	chr11
ENSG00000006555.11	TTC22	HOST	chr1
ENSG00000006576.17	PHTF2	HOST	chr7
ENSG00000006606.9	CCL26	HOST	chr7
ENSG00000006607.14	FARP2	HOST	chr2
ENSG00000006611.17	USH1C	HOST	chr11
ENSG00000006625.18	GGCT	HOST	chr7
ENSG00000006634.8	DBF4	HOST	chr7
ENSG00000006638.13	TBXA2R	HOST	chr19
ENSG00000006652.15	IFRD1	HOST	chr7
ENSG00000006659.13	LGALS14	HOST	chr19
ENSG00000006695.12	COX10	HOST	chr17
ENSG00000006704.11	GTF2IRD1	HOST	chr7
ENSG00000006712.15	PAF1	HOST	chr19
ENSG00000006715.16	VPS41	HOST	chr7
ENSG00000006740.18	ARHGAP44	HOST	chr17
ENSG00000006744.19	ELAC2	HOST	chr17
ENSG00000006747.15	SCIN	HOST	chr7
ENSG00000006756.16	ARSD	HOST	chrX
ENSG00000006757.12	PNPLA4	HOST	chrX
ENSG00000006788.14	MYH13	HOST	chr17
ENSG00000006831.10	ADIPOR2	HOST	chr12
ENSG00000006837.12	CDKL3	HOST	chr5
ENSG00000007001.14	UPP2	HOST	chr2
ENSG00000007038.11	PRSS21	HOST	chr16
ENSG00000007047.16	MARK4	HOST	chr19
ENSG00000007062.12	PROM1	HOST	chr4
ENSG00000007080.11	CCDC124	HOST	chr19
ENSG00000007129.18	CEACAM21	HOST	chr19
ENSG00000007168.15	PAFAH1B1	HOST	chr17
ENSG00000007171.19	NOS2	HOST	chr17
ENSG00000007174.18	DNAH9	HOST	chr17
ENSG00000007202.16	BLTP2	HOST	chr17
ENSG00000007216.16	SLC13A2	HOST	chr17
ENSG00000007237.19	GAS7	HOST	chr17
ENSG00000007255.10	TRAPPC6A	HOST	chr19
ENSG00000007264.15	MATK	HOST	chr19
ENSG00000007306.15	CEACAM7	HOST	chr19
ENSG00000007312.14	CD79B	HOST	chr17
ENSG00000007314.12	SCN4A	HOST	chr17
ENSG00000007341.19	ST7L	HOST	chr1
ENSG00000007350.18	TKTL1	HOST	chrX
ENSG00000007372.25	PAX6	HOST	chr11
ENSG00000007376.8	RPUSD1	HOST	chr16
ENSG00000007384.15	RHBDF1	HOST	chr16
ENSG00000007392.17	LUC7L	HOST	chr16
ENSG00000007402.12	CACNA2D2	HOST	chr3
ENSG00000007516.15	BAIAP3	HOST	chr16
ENSG00000007520.4	TSR3	HOST	chr16
ENSG00000007541.17	PIGQ	HOST	chr16
ENSG00000007545.16	CRAMP1	HOST	chr16
ENSG00000007866.22	TEAD3	HOST	chr6
ENSG00000007908.16	SELE	HOST	chr1
ENSG00000007923.17	DNAJC11	HOST	chr1
ENSG00000007933.13	FMO3	HOST	chr1
ENSG00000007944.16	MYLIP	HOST	chr6
ENSG00000007952.18	NOX1	HOST	chrX
ENSG00000007968.7	E2F2	HOST	chr1
ENSG00000008018.9	PSMB1	HOST	chr6
ENSG00000008056.14	SYN1	HOST	chrX
ENSG00000008083.14	JARID2	HOST	chr6
ENSG00000008086.13	CDKL5	HOST	chrX
ENSG00000008118.10	CAMK1G	HOST	chr1
ENSG00000008128.23	CDK11A	HOST	chr1
ENSG00000008130.15	NADK	HOST	chr1
ENSG00000008196.13	TFAP2B	HOST	chr6
ENSG00000008197.5	TFAP2D	HOST	chr6
ENSG00000008226.20	DLEC1	HOST	chr3
ENSG00000008256.17	CYTH3	HOST	chr7
ENSG00000008277.15	ADAM22	HOST	chr7
ENSG00000008282.10	SYPL1	HOST	chr7
ENSG00000008283.16	CYB561	HOST	chr17
ENSG00000008294.22	SPAG9	HOST	chr17
ENSG00000008300.17	CELSR3	HOST	chr3
ENSG00000008311.16	AASS	HOST	chr7
ENSG00000008323.16	PLEKHG6	HOST	chr12
ENSG00000008324.12	SS18L2	HOST	chr3
ENSG00000008382.16	MPND	HOST	chr19
ENSG00000008394.13	MGST1	HOST	chr12
ENSG00000008405.12	CRY1	HOST	chr12
ENSG00000008438.5	PGLYRP1	HOST	chr19
ENSG00000008441.19	NFIX	HOST	chr19
ENSG00000008513.17	ST3GAL1	HOST	chr8
ENSG00000008516.19	MMP25	HOST	chr16
ENSG00000008517.19	IL32	HOST	chr16
ENSG00000008710.20	PKD1	HOST	chr16
ENSG00000008735.14	MAPK8IP2	HOST	chr22
ENSG00000008838.21	MED24	HOST	chr17
ENSG00000008853.18	RHOBTB2	HOST	chr8
ENSG00000008869.12	HEATR5B	HOST	chr2
ENSG00000008952.17	SEC62	HOST	chr3
ENSG00000008988.11	RPS20	HOST	chr8
ENSG00000009307.17	CSDE1	HOST	chr1
ENSG00000009335.19	UBE3C	HOST	chr7
ENSG00000009413.17	REV3L	HOST	chr6
ENSG00000009694.14	TENM1	HOST	chrX
ENSG00000009709.13	PAX7	HOST	chr1
ENSG00000009724.18	MASP2	HOST	chr1
ENSG00000009765.15	IYD	HOST	chr6
ENSG00000009780.16	FAM76A	HOST	chr1
ENSG00000009790.15	TRAF3IP3	HOST	chr1
ENSG00000009830.13	POMT2	HOST	chr14
ENSG00000009844.16	VTA1	HOST	chr6
ENSG00000009950.16	MLXIPL	HOST	chr7
ENSG00000009954.11	BAZ1B	HOST	chr7
ENSG00000010017.13	RANBP9	HOST	chr6
ENSG00000010030.14	ETV7	HOST	chr6
ENSG00000010072.16	SPRTN	HOST	chr1
ENSG00000010165.20	METTL13	HOST	chr1
ENSG00000010219.14	DYRK4	HOST	chr12
ENSG00000010244.19	ZNF207	HOST	chr17
ENSG00000010256.12	UQCRC1	HOST	chr3
ENSG00000010270.14	STARD3NL	HOST	chr7
ENSG00000010278.15	CD9	HOST	chr12
ENSG00000010282.15	HHATL	HOST	chr3
ENSG00000010292.13	NCAPD2	HOST	chr12
ENSG00000010295.20	IFFO1	HOST	chr12
ENSG00000010310.9	GIPR	HOST	chr19
ENSG00000010318.22	PHF7	HOST	chr3
ENSG00000010319.7	SEMA3G	HOST	chr3
ENSG00000010322.16	NISCH	HOST	chr3
ENSG00000010327.10	STAB1	HOST	chr3
ENSG00000010361.14	FUZ	HOST	chr19
ENSG00000010379.16	SLC6A13	HOST	chr12
ENSG00000010404.18	IDS	HOST	chrX
ENSG00000010438.17	PRSS3	HOST	chr9
ENSG00000010539.12	ZNF200	HOST	chr16
ENSG00000010610.10	CD4	HOST	chr12
ENSG00000010626.15	LRRC23	HOST	chr12
ENSG00000010671.18	BTK	HOST	chrX
ENSG00000010704.20	HFE	HOST	chr6
ENSG00000010803.17	SCMH1	HOST	chr1
ENSG00000010810.18	FYN	HOST	chr6
ENSG00000010818.11	HIVEP2	HOST	chr6
ENSG00000010932.17	FMO1	HOST	chr1
ENSG00000011007.13	ELOA	HOST	chr1
ENSG00000011009.12	LYPLA2	HOST	chr1
ENSG00000011021.23	CLCN6	HOST	chr1
ENSG00000011028.14	MRC2	HOST	chr17
ENSG00000011052.21	NME1-NME2	HOST	chr17
ENSG00000011083.9	SLC6A7	HOST	chr5
ENSG00000011105.14	TSPAN9	HOST	chr12
ENSG00000011114.15	BTBD7	HOST	chr14
ENSG00000011132.12	APBA3	HOST	chr19
ENSG00000011143.19	MKS1	HOST	chr17
ENSG00000011198.10	ABHD5	HOST	chr3
ENSG00000011201.12	ANOS1	HOST	chrX
ENSG00000011243.19	AKAP8L	HOST	chr19
ENSG00000011258.16	MBTD1	HOST	chr17
ENSG00000011260.14	UTP18	HOST	chr17
ENSG00000011275.19	RNF216	HOST	chr7
ENSG00000011295.16	TTC19	HOST	chr17
ENSG00000011304.22	PTBP1	HOST	chr19
ENSG00000011332.22	DPF1	HOST	chr19
ENSG00000011347.10	SYT7	HOST	chr11
ENSG00000011376.12	LARS2	HOST	chr3
ENSG00000011405.14	PIK3C2A	HOST	chr11
ENSG00000011422.12	PLAUR	HOST	chr19
ENSG00000011426.11	ANLN	HOST	chr7
ENSG00000011451.21	WIZ	HOST	chr19
ENSG00000011454.18	RABGAP1	HOST	chr9
ENSG00000011465.18	DCN	HOST	chr12
ENSG00000011478.13	QPCTL	HOST	chr19
ENSG00000011485.15	PPP5C	HOST	chr19
ENSG00000011523.15	CEP68	HOST	chr2
ENSG00000011566.15	MAP4K3	HOST	chr2
ENSG00000011590.14	ZBTB32	HOST	chr19
ENSG00000011600.12	TYROBP	HOST	chr19
ENSG00000011638.11	LDAF1	HOST	chr16
ENSG00000011677.13	GABRA3	HOST	chrX
ENSG00000012048.26	BRCA1	HOST	chr17
ENSG00000012061.17	ERCC1	HOST	chr19
ENSG00000012124.17	CD22	HOST	chr19
ENSG00000012171.20	SEMA3B	HOST	chr3
ENSG00000012174.12	MBTPS2	HOST	chrX
ENSG00000012211.13	PRICKLE3	HOST	chrX
ENSG00000012223.13	LTF	HOST	chr3
ENSG00000012232.10	EXTL3	HOST	chr8
ENSG00000012504.15	NR1H4	HOST	chr12
ENSG00000012660.14	ELOVL5	HOST	chr6
ENSG00000012779.12	ALOX5	HOST	chr10
ENSG00000012817.16	KDM5D	HOST	chrY
ENSG00000012822.16	CALCOCO1	HOST	chr12
ENSG00000012963.15	UBR7	HOST	chr14
ENSG00000012983.12	MAP4K5	HOST	chr14
ENSG00000013016.16	EHD3	HOST	chr2
ENSG00000013275.8	PSMC4	HOST	chr19
ENSG00000013288.9	MAN2B2	HOST	chr4
ENSG00000013293.6	SLC7A14	HOST	chr3
ENSG00000013297.12	CLDN11	HOST	chr3
ENSG00000013306.16	SLC25A39	HOST	chr17
ENSG00000013364.19	MVP	HOST	chr16
ENSG00000013374.17	NUB1	HOST	chr7
ENSG00000013375.17	PGM3	HOST	chr6
ENSG00000013392.8	RWDD2A	HOST	chr6
ENSG00000013441.17	CLK1	HOST	chr2
ENSG00000013503.10	POLR3B	HOST	chr12
ENSG00000013523.12	ANGEL1	HOST	chr14
ENSG00000013561.18	RNF14	HOST	chr5
ENSG00000013563.14	DNASE1L1	HOST	chrX
ENSG00000013573.17	DDX11	HOST	chr12
ENSG00000013583.10	HEBP1	HOST	chr12
ENSG00000013588.10	GPRC5A	HOST	chr12
ENSG00000013619.15	MAMLD1	HOST	chrX
ENSG00000013725.14	CD6	HOST	chr11
ENSG00000013810.21	TACC3	HOST	chr4
ENSG00000014123.10	UFL1	HOST	chr6
ENSG00000014138.10	POLA2	HOST	chr11
ENSG00000014164.7	ZC3H3	HOST	chr8
ENSG00000014216.16	CAPN1	HOST	chr11
ENSG00000014257.17	ACP3	HOST	chr3
ENSG00000014641.21	MDH1	HOST	chr2
ENSG00000014824.14	SLC30A9	HOST	chr4
ENSG00000014914.21	MTMR11	HOST	chr1
ENSG00000014919.13	COX15	HOST	chr10
ENSG00000015133.20	CCDC88C	HOST	chr14
ENSG00000015153.15	YAF2	HOST	chr12
ENSG00000015171.21	ZMYND11	HOST	chr10
ENSG00000015285.12	WAS	HOST	chrX
ENSG00000015413.10	DPEP1	HOST	chr16
ENSG00000015475.19	BID	HOST	chr22
ENSG00000015479.20	MATR3	HOST	chr5
ENSG00000015520.15	NPC1L1	HOST	chr7
ENSG00000015532.10	XYLT2	HOST	chr17
ENSG00000015568.13	RGPD5	HOST	chr2
ENSG00000015592.17	STMN4	HOST	chr8
ENSG00000015676.18	NUDCD3	HOST	chr7
ENSG00000016082.15	ISL1	HOST	chr5
ENSG00000016391.11	CHDH	HOST	chr3
ENSG00000016402.14	IL20RA	HOST	chr6
ENSG00000016490.16	CLCA1	HOST	chr1
ENSG00000016602.9	CLCA4	HOST	chr1
ENSG00000016864.19	GLT8D1	HOST	chr3
ENSG00000017260.20	ATP2C1	HOST	chr3
ENSG00000017427.17	IGF1	HOST	chr12
ENSG00000017483.16	SLC38A5	HOST	chrX
ENSG00000017797.13	RALBP1	HOST	chr18
ENSG00000018189.13	RUFY3	HOST	chr4
ENSG00000018236.15	CNTN1	HOST	chr12
ENSG00000018280.18	SLC11A1	HOST	chr2
ENSG00000018408.15	WWTR1	HOST	chr3
ENSG00000018510.18	AGPS	HOST	chr2
ENSG00000018607.9	ZNF285CP	HOST	chr2
ENSG00000018610.15	STEEP1	HOST	chrX
ENSG00000018625.15	ATP1A2	HOST	chr1
ENSG00000018699.13	TTC27	HOST	chr2
ENSG00000018869.18	ZNF582	HOST	chr19
ENSG00000019102.12	VSIG2	HOST	chr11
ENSG00000019144.20	PHLDB1	HOST	chr11
ENSG00000019169.11	MARCO	HOST	chr2
ENSG00000019186.10	CYP24A1	HOST	chr20
ENSG00000019485.14	PRDM11	HOST	chr11
ENSG00000019505.8	SYT13	HOST	chr11
ENSG00000019549.13	SNAI2	HOST	chr8
ENSG00000019582.17	CD74	HOST	chr5
ENSG00000019991.18	HGF	HOST	chr7
ENSG00000019995.6	ZRANB1	HOST	chr10
ENSG00000020129.16	NCDN	HOST	chr1
ENSG00000020181.18	ADGRA2	HOST	chr8
ENSG00000020219.9	CCT8L1P	HOST	chr7
ENSG00000020256.20	ZFP64	HOST	chr20
ENSG00000020426.11	MNAT1	HOST	chr14
ENSG00000020577.14	SAMD4A	HOST	chr14
